Treatment Function Code,Metric,Category,Waiting Bands,Count
Plastic Surgery Service,IMD,1,Total,9585
Plastic Surgery Service,IMD,10,01 To 18 Weeks,6320
Plastic Surgery Service,IMD,10,18 To 52 Weeks,3910
Plastic Surgery Service,IMD,10,Over 52 Weeks,410
Plastic Surgery Service,IMD,10,Total,10640
Plastic Surgery Service,IMD,2,Unknown Clock Start,*
Plastic Surgery Service,IMD,2,01 To 18 Weeks,4675
Plastic Surgery Service,IMD,2,18 To 52 Weeks,4050
Plastic Surgery Service,IMD,2,Over 52 Weeks,385
Plastic Surgery Service,IMD,2,Total,9110
Plastic Surgery Service,IMD,3,Unknown Clock Start,*
Plastic Surgery Service,IMD,3,01 To 18 Weeks,5005
Plastic Surgery Service,IMD,3,18 To 52 Weeks,3930
Plastic Surgery Service,IMD,3,Over 52 Weeks,400
Plastic Surgery Service,IMD,3,Total,9335
Plastic Surgery Service,IMD,4,01 To 18 Weeks,5285
Plastic Surgery Service,IMD,4,18 To 52 Weeks,3825
Plastic Surgery Service,IMD,4,Over 52 Weeks,380
Plastic Surgery Service,IMD,4,Total,9490
Plastic Surgery Service,IMD,5,01 To 18 Weeks,5310
Plastic Surgery Service,IMD,5,18 To 52 Weeks,3840
Plastic Surgery Service,IMD,5,Over 52 Weeks,415
Plastic Surgery Service,IMD,5,Total,9570
Plastic Surgery Service,IMD,6,01 To 18 Weeks,5745
Plastic Surgery Service,IMD,6,18 To 52 Weeks,4010
Plastic Surgery Service,IMD,6,Over 52 Weeks,395
Plastic Surgery Service,IMD,6,Total,10145
Plastic Surgery Service,IMD,7,01 To 18 Weeks,5820
Plastic Surgery Service,IMD,7,18 To 52 Weeks,3905
Plastic Surgery Service,IMD,7,Over 52 Weeks,395
Plastic Surgery Service,IMD,7,Total,10120
Plastic Surgery Service,IMD,8,01 To 18 Weeks,6090
Plastic Surgery Service,IMD,8,18 To 52 Weeks,3965
Plastic Surgery Service,IMD,8,Over 52 Weeks,455
Plastic Surgery Service,IMD,8,Total,10510
Plastic Surgery Service,IMD,9,01 To 18 Weeks,6150
Plastic Surgery Service,IMD,9,18 To 52 Weeks,3915
Plastic Surgery Service,IMD,9,Over 52 Weeks,420
Plastic Surgery Service,IMD,9,Total,10485
Plastic Surgery Service,Sex,Female,Unknown Clock Start,*
Plastic Surgery Service,Sex,Female,01 To 18 Weeks,29010
Plastic Surgery Service,Sex,Female,18 To 52 Weeks,21880
Plastic Surgery Service,Sex,Female,Over 52 Weeks,2390
Plastic Surgery Service,Sex,Female,Total,53285
Plastic Surgery Service,Sex,Male,Unknown Clock Start,*
Plastic Surgery Service,Sex,Male,01 To 18 Weeks,25435
Plastic Surgery Service,Sex,Male,18 To 52 Weeks,17300
Plastic Surgery Service,Sex,Male,Over 52 Weeks,1775
Plastic Surgery Service,Sex,Male,Total,44510
Respiratory Medicine Service,Age,0-18 Years,Unknown Clock Start,*
Respiratory Medicine Service,Age,0-18 Years,01 To 18 Weeks,1460
Respiratory Medicine Service,Age,0-18 Years,18 To 52 Weeks,720
Respiratory Medicine Service,Age,0-18 Years,Over 52 Weeks,20
Respiratory Medicine Service,Age,0-18 Years,Total,2205
Respiratory Medicine Service,Age,19-64 Years,Unknown Clock Start,65
Respiratory Medicine Service,Age,19-64 Years,01 To 18 Weeks,72150
Respiratory Medicine Service,Age,19-64 Years,18 To 52 Weeks,40215
Respiratory Medicine Service,Age,19-64 Years,Over 52 Weeks,1725
Respiratory Medicine Service,Age,19-64 Years,Total,114155
Respiratory Medicine Service,Age,Over 65 Years,Unknown Clock Start,75
Respiratory Medicine Service,Age,Over 65 Years,01 To 18 Weeks,56275
Respiratory Medicine Service,Age,Over 65 Years,18 To 52 Weeks,27095
Respiratory Medicine Service,Age,Over 65 Years,Over 52 Weeks,1090
Respiratory Medicine Service,Age,Over 65 Years,Total,84540
Respiratory Medicine Service,Ethnicity,99: Not known,01 To 18 Weeks,4805
Respiratory Medicine Service,Ethnicity,99: Not known,18 To 52 Weeks,1995
Respiratory Medicine Service,Ethnicity,99: Not known,Over 52 Weeks,60
Respiratory Medicine Service,Ethnicity,99: Not known,Total,6860
Respiratory Medicine Service,Ethnicity,A: British,Unknown Clock Start,120
Respiratory Medicine Service,Ethnicity,A: British,01 To 18 Weeks,93665
Respiratory Medicine Service,Ethnicity,A: British,18 To 52 Weeks,47825
Respiratory Medicine Service,Ethnicity,A: British,Over 52 Weeks,1875
Respiratory Medicine Service,Ethnicity,A: British,Total,143480
Respiratory Medicine Service,Ethnicity,B: Irish,Unknown Clock Start,*
Respiratory Medicine Service,Ethnicity,B: Irish,01 To 18 Weeks,1020
Respiratory Medicine Service,Ethnicity,B: Irish,18 To 52 Weeks,530
Respiratory Medicine Service,Ethnicity,B: Irish,Over 52 Weeks,20
Respiratory Medicine Service,Ethnicity,B: Irish,Total,1570
Respiratory Medicine Service,Ethnicity,C: Any other white background,Unknown Clock Start,*
Respiratory Medicine Service,Ethnicity,C: Any other white background,01 To 18 Weeks,6850
Respiratory Medicine Service,Ethnicity,C: Any other white background,18 To 52 Weeks,3980
Respiratory Medicine Service,Ethnicity,C: Any other white background,Over 52 Weeks,250
Respiratory Medicine Service,Ethnicity,C: Any other white background,Total,11085
Respiratory Medicine Service,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,340
Respiratory Medicine Service,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,175
Respiratory Medicine Service,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,10
Respiratory Medicine Service,Ethnicity,D: White and Black Caribbean,Total,525
Respiratory Medicine Service,Ethnicity,E: White and Black African,01 To 18 Weeks,200
Respiratory Medicine Service,Ethnicity,E: White and Black African,18 To 52 Weeks,105
Respiratory Medicine Service,Ethnicity,E: White and Black African,Over 52 Weeks,10
Respiratory Medicine Service,Ethnicity,E: White and Black African,Total,315
Respiratory Medicine Service,Ethnicity,F: White and Asian,01 To 18 Weeks,310
Respiratory Medicine Service,Ethnicity,F: White and Asian,18 To 52 Weeks,195
Respiratory Medicine Service,Ethnicity,F: White and Asian,Over 52 Weeks,10
Respiratory Medicine Service,Ethnicity,F: White and Asian,Total,510
Respiratory Medicine Service,Ethnicity,G: Any other mixed background,Unknown Clock Start,*
Respiratory Medicine Service,Ethnicity,G: Any other mixed background,01 To 18 Weeks,755
Respiratory Medicine Service,Ethnicity,G: Any other mixed background,18 To 52 Weeks,425
Respiratory Medicine Service,Ethnicity,G: Any other mixed background,Over 52 Weeks,20
Respiratory Medicine Service,Ethnicity,G: Any other mixed background,Total,1200
Respiratory Medicine Service,Ethnicity,H: Indian,Unknown Clock Start,*
Respiratory Medicine Service,Ethnicity,H: Indian,01 To 18 Weeks,3795
Respiratory Medicine Service,Ethnicity,H: Indian,18 To 52 Weeks,2115
Respiratory Medicine Service,Ethnicity,H: Indian,Over 52 Weeks,95
Respiratory Medicine Service,Ethnicity,H: Indian,Total,6010
Respiratory Medicine Service,Ethnicity,J: Pakistani,Unknown Clock Start,*
Respiratory Medicine Service,Ethnicity,J: Pakistani,01 To 18 Weeks,2805
Respiratory Medicine Service,Ethnicity,J: Pakistani,18 To 52 Weeks,1625
Respiratory Medicine Service,Ethnicity,J: Pakistani,Over 52 Weeks,85
Respiratory Medicine Service,Ethnicity,J: Pakistani,Total,4520
Respiratory Medicine Service,Ethnicity,K: Bangladeshi,Unknown Clock Start,*
Respiratory Medicine Service,Ethnicity,K: Bangladeshi,01 To 18 Weeks,1240
Respiratory Medicine Service,Ethnicity,K: Bangladeshi,18 To 52 Weeks,980
Respiratory Medicine Service,Ethnicity,K: Bangladeshi,Over 52 Weeks,30
Respiratory Medicine Service,Ethnicity,K: Bangladeshi,Total,2255
Respiratory Medicine Service,Ethnicity,L: Any other Asian background,Unknown Clock Start,*
Respiratory Medicine Service,Ethnicity,L: Any other Asian background,01 To 18 Weeks,2990
Respiratory Medicine Service,Ethnicity,L: Any other Asian background,18 To 52 Weeks,1795
Respiratory Medicine Service,Ethnicity,L: Any other Asian background,Over 52 Weeks,70
Respiratory Medicine Service,Ethnicity,L: Any other Asian background,Total,4860
Respiratory Medicine Service,Ethnicity,M: Caribbean,Unknown Clock Start,*
Respiratory Medicine Service,Ethnicity,M: Caribbean,01 To 18 Weeks,1670
Respiratory Medicine Service,Ethnicity,M: Caribbean,18 To 52 Weeks,890
Respiratory Medicine Service,Ethnicity,M: Caribbean,Over 52 Weeks,55
Respiratory Medicine Service,Ethnicity,M: Caribbean,Total,2615
Respiratory Medicine Service,Ethnicity,N: African,Unknown Clock Start,*
Respiratory Medicine Service,Ethnicity,N: African,01 To 18 Weeks,2425
Respiratory Medicine Service,Ethnicity,N: African,18 To 52 Weeks,1255
Respiratory Medicine Service,Ethnicity,N: African,Over 52 Weeks,55
Respiratory Medicine Service,Ethnicity,N: African,Total,3740
Respiratory Medicine Service,Ethnicity,P: Any other Black background,01 To 18 Weeks,1255
Respiratory Medicine Service,Ethnicity,P: Any other Black background,18 To 52 Weeks,615
Respiratory Medicine Service,Ethnicity,P: Any other Black background,Over 52 Weeks,35
Respiratory Medicine Service,Ethnicity,P: Any other Black background,Total,1905
Respiratory Medicine Service,Ethnicity,R: Chinese,01 To 18 Weeks,500
Respiratory Medicine Service,Ethnicity,R: Chinese,18 To 52 Weeks,300
Respiratory Medicine Service,Ethnicity,R: Chinese,Over 52 Weeks,*
Respiratory Medicine Service,Ethnicity,R: Chinese,Total,810
Respiratory Medicine Service,Ethnicity,S: Any other ethnic group,Unknown Clock Start,*
Respiratory Medicine Service,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,1395
Respiratory Medicine Service,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,715
Respiratory Medicine Service,Ethnicity,S: Any other ethnic group,Over 52 Weeks,45
Respiratory Medicine Service,Ethnicity,S: Any other ethnic group,Total,2160
Respiratory Medicine Service,Ethnicity,Z: Not stated,Unknown Clock Start,10
Respiratory Medicine Service,Ethnicity,Z: Not stated,01 To 18 Weeks,5400
Respiratory Medicine Service,Ethnicity,Z: Not stated,18 To 52 Weeks,2665
Respiratory Medicine Service,Ethnicity,Z: Not stated,Over 52 Weeks,110
Respiratory Medicine Service,Ethnicity,Z: Not stated,Total,8185
Respiratory Medicine Service,IMD,1,Unknown Clock Start,10
Respiratory Medicine Service,IMD,1,01 To 18 Weeks,14400
Respiratory Medicine Service,IMD,1,18 To 52 Weeks,6765
Respiratory Medicine Service,IMD,1,Over 52 Weeks,240
Respiratory Medicine Service,IMD,1,Total,21415
Respiratory Medicine Service,IMD,10,Unknown Clock Start,25
Respiratory Medicine Service,IMD,10,01 To 18 Weeks,9800
Respiratory Medicine Service,IMD,10,18 To 52 Weeks,5090
Respiratory Medicine Service,IMD,10,Over 52 Weeks,205
Respiratory Medicine Service,IMD,10,Total,15120
Respiratory Medicine Service,IMD,2,Unknown Clock Start,20
Respiratory Medicine Service,IMD,2,01 To 18 Weeks,14765
Respiratory Medicine Service,IMD,2,18 To 52 Weeks,7410
Respiratory Medicine Service,IMD,2,Over 52 Weeks,315
Respiratory Medicine Service,IMD,2,Total,22510
Respiratory Medicine Service,IMD,3,Unknown Clock Start,20
Respiratory Medicine Service,IMD,3,01 To 18 Weeks,14300
Respiratory Medicine Service,IMD,3,18 To 52 Weeks,7755
Respiratory Medicine Service,IMD,3,Over 52 Weeks,320
Respiratory Medicine Service,IMD,3,Total,22395
Respiratory Medicine Service,IMD,4,Unknown Clock Start,15
Respiratory Medicine Service,IMD,4,01 To 18 Weeks,13600
Respiratory Medicine Service,IMD,4,18 To 52 Weeks,7355
Respiratory Medicine Service,IMD,4,Over 52 Weeks,360
Respiratory Medicine Service,IMD,4,Total,21330
Respiratory Medicine Service,IMD,5,Unknown Clock Start,*
Respiratory Medicine Service,IMD,5,01 To 18 Weeks,12920
Respiratory Medicine Service,IMD,5,18 To 52 Weeks,6965
Respiratory Medicine Service,IMD,5,Over 52 Weeks,315
Respiratory Medicine Service,IMD,5,Total,20205
Respiratory Medicine Service,IMD,6,Unknown Clock Start,10
Respiratory Medicine Service,IMD,6,01 To 18 Weeks,12530
Respiratory Medicine Service,IMD,6,18 To 52 Weeks,6710
Respiratory Medicine Service,IMD,6,Over 52 Weeks,305
Respiratory Medicine Service,IMD,6,Total,19550
Respiratory Medicine Service,IMD,7,Unknown Clock Start,10
Respiratory Medicine Service,IMD,7,01 To 18 Weeks,12130
Respiratory Medicine Service,IMD,7,18 To 52 Weeks,6455
Respiratory Medicine Service,IMD,7,Over 52 Weeks,265
Respiratory Medicine Service,IMD,7,Total,18860
Respiratory Medicine Service,IMD,8,Unknown Clock Start,10
Respiratory Medicine Service,IMD,8,01 To 18 Weeks,11640
Respiratory Medicine Service,IMD,8,18 To 52 Weeks,6245
Respiratory Medicine Service,IMD,8,Over 52 Weeks,250
Respiratory Medicine Service,IMD,8,Total,18145
Respiratory Medicine Service,IMD,9,Unknown Clock Start,15
Respiratory Medicine Service,IMD,9,01 To 18 Weeks,11380
Respiratory Medicine Service,IMD,9,18 To 52 Weeks,5845
Respiratory Medicine Service,IMD,9,Over 52 Weeks,220
Respiratory Medicine Service,IMD,9,Total,17460
Respiratory Medicine Service,Sex,Female,Unknown Clock Start,60
Respiratory Medicine Service,Sex,Female,01 To 18 Weeks,59885
Respiratory Medicine Service,Sex,Female,18 To 52 Weeks,32050
Respiratory Medicine Service,Sex,Female,Over 52 Weeks,1300
Respiratory Medicine Service,Sex,Female,Total,93300
Respiratory Medicine Service,Sex,Male,Unknown Clock Start,70
Respiratory Medicine Service,Sex,Male,01 To 18 Weeks,63055
Respiratory Medicine Service,Sex,Male,18 To 52 Weeks,32190
Respiratory Medicine Service,Sex,Male,Over 52 Weeks,1360
Respiratory Medicine Service,Sex,Male,Total,96675
Rheumatology Service,Age,0-18 Years,01 To 18 Weeks,1610
Rheumatology Service,Age,0-18 Years,18 To 52 Weeks,710
Rheumatology Service,Age,0-18 Years,Over 52 Weeks,20
Rheumatology Service,Age,0-18 Years,Total,2340
Rheumatology Service,Age,19-64 Years,Unknown Clock Start,60
Rheumatology Service,Age,19-64 Years,01 To 18 Weeks,52715
Rheumatology Service,Age,19-64 Years,18 To 52 Weeks,25115
Rheumatology Service,Age,19-64 Years,Over 52 Weeks,1120
Rheumatology Service,Age,19-64 Years,Total,79010
Rheumatology Service,Age,Over 65 Years,Unknown Clock Start,50
Rheumatology Service,Age,Over 65 Years,01 To 18 Weeks,28985
Rheumatology Service,Age,Over 65 Years,18 To 52 Weeks,12435
Rheumatology Service,Age,Over 65 Years,Over 52 Weeks,480
Rheumatology Service,Age,Over 65 Years,Total,41955
Rheumatology Service,Ethnicity,99: Not known,01 To 18 Weeks,3110
Rheumatology Service,Ethnicity,99: Not known,18 To 52 Weeks,1010
Rheumatology Service,Ethnicity,99: Not known,Over 52 Weeks,35
Rheumatology Service,Ethnicity,99: Not known,Total,4150
Rheumatology Service,Ethnicity,A: British,Unknown Clock Start,75
Rheumatology Service,Ethnicity,A: British,01 To 18 Weeks,62955
Rheumatology Service,Ethnicity,A: British,18 To 52 Weeks,28610
Rheumatology Service,Ethnicity,A: British,Over 52 Weeks,1265
Rheumatology Service,Ethnicity,A: British,Total,92905
Rheumatology Service,Ethnicity,B: Irish,Unknown Clock Start,*
Rheumatology Service,Ethnicity,B: Irish,01 To 18 Weeks,475
Rheumatology Service,Ethnicity,B: Irish,18 To 52 Weeks,240
Rheumatology Service,Ethnicity,B: Irish,Over 52 Weeks,15
Rheumatology Service,Ethnicity,B: Irish,Total,730
Rheumatology Service,Ethnicity,C: Any other white background,Unknown Clock Start,15
Rheumatology Service,Ethnicity,C: Any other white background,01 To 18 Weeks,4535
Rheumatology Service,Ethnicity,C: Any other white background,18 To 52 Weeks,2155
Rheumatology Service,Ethnicity,C: Any other white background,Over 52 Weeks,90
Rheumatology Service,Ethnicity,C: Any other white background,Total,6795
Rheumatology Service,Ethnicity,D: White and Black Caribbean,Unknown Clock Start,*
Rheumatology Service,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,250
Rheumatology Service,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,115
Rheumatology Service,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,10
Rheumatology Service,Ethnicity,D: White and Black Caribbean,Total,370
Rheumatology Service,Ethnicity,E: White and Black African,01 To 18 Weeks,135
Rheumatology Service,Ethnicity,E: White and Black African,18 To 52 Weeks,70
Rheumatology Service,Ethnicity,E: White and Black African,Over 52 Weeks,*
Rheumatology Service,Ethnicity,E: White and Black African,Total,205
Rheumatology Service,Ethnicity,F: White and Asian,01 To 18 Weeks,220
Rheumatology Service,Ethnicity,F: White and Asian,18 To 52 Weeks,95
Rheumatology Service,Ethnicity,F: White and Asian,Over 52 Weeks,*
Rheumatology Service,Ethnicity,F: White and Asian,Total,325
Rheumatology Service,Ethnicity,G: Any other mixed background,Unknown Clock Start,*
Rheumatology Service,Ethnicity,G: Any other mixed background,01 To 18 Weeks,535
Rheumatology Service,Ethnicity,G: Any other mixed background,18 To 52 Weeks,250
Rheumatology Service,Ethnicity,G: Any other mixed background,Over 52 Weeks,10
Rheumatology Service,Ethnicity,G: Any other mixed background,Total,800
Rheumatology Service,Ethnicity,H: Indian,Unknown Clock Start,*
Rheumatology Service,Ethnicity,H: Indian,01 To 18 Weeks,2390
Rheumatology Service,Ethnicity,H: Indian,18 To 52 Weeks,1245
Rheumatology Service,Ethnicity,H: Indian,Over 52 Weeks,30
Rheumatology Service,Ethnicity,H: Indian,Total,3670
Rheumatology Service,Ethnicity,J: Pakistani,01 To 18 Weeks,1815
Rheumatology Service,Ethnicity,J: Pakistani,18 To 52 Weeks,785
Rheumatology Service,Ethnicity,J: Pakistani,Over 52 Weeks,25
Rheumatology Service,Ethnicity,J: Pakistani,Total,2625
Rheumatology Service,Ethnicity,K: Bangladeshi,Unknown Clock Start,*
Rheumatology Service,Ethnicity,K: Bangladeshi,01 To 18 Weeks,595
Rheumatology Service,Ethnicity,K: Bangladeshi,18 To 52 Weeks,215
Rheumatology Service,Ethnicity,K: Bangladeshi,Over 52 Weeks,10
Rheumatology Service,Ethnicity,K: Bangladeshi,Total,820
Rheumatology Service,Ethnicity,L: Any other Asian background,Unknown Clock Start,*
Rheumatology Service,Ethnicity,L: Any other Asian background,01 To 18 Weeks,1620
Rheumatology Service,Ethnicity,L: Any other Asian background,18 To 52 Weeks,765
Rheumatology Service,Ethnicity,L: Any other Asian background,Over 52 Weeks,15
Rheumatology Service,Ethnicity,L: Any other Asian background,Total,2405
Rheumatology Service,Ethnicity,M: Caribbean,01 To 18 Weeks,745
Rheumatology Service,Ethnicity,M: Caribbean,18 To 52 Weeks,330
Rheumatology Service,Ethnicity,M: Caribbean,Over 52 Weeks,10
Rheumatology Service,Ethnicity,M: Caribbean,Total,1080
Rheumatology Service,Ethnicity,N: African,01 To 18 Weeks,1065
Rheumatology Service,Ethnicity,N: African,18 To 52 Weeks,480
Rheumatology Service,Ethnicity,N: African,Over 52 Weeks,15
Rheumatology Service,Ethnicity,N: African,Total,1565
Rheumatology Service,Ethnicity,P: Any other Black background,Unknown Clock Start,*
Rheumatology Service,Ethnicity,P: Any other Black background,01 To 18 Weeks,550
Rheumatology Service,Ethnicity,P: Any other Black background,18 To 52 Weeks,245
Rheumatology Service,Ethnicity,P: Any other Black background,Over 52 Weeks,*
Rheumatology Service,Ethnicity,P: Any other Black background,Total,800
Rheumatology Service,Ethnicity,R: Chinese,01 To 18 Weeks,335
Rheumatology Service,Ethnicity,R: Chinese,18 To 52 Weeks,145
Rheumatology Service,Ethnicity,R: Chinese,Over 52 Weeks,*
Rheumatology Service,Ethnicity,R: Chinese,Total,480
Rheumatology Service,Ethnicity,S: Any other ethnic group,Unknown Clock Start,*
Rheumatology Service,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,735
Rheumatology Service,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,365
Rheumatology Service,Ethnicity,S: Any other ethnic group,Over 52 Weeks,15
Rheumatology Service,Ethnicity,S: Any other ethnic group,Total,1115
Rheumatology Service,Ethnicity,Z: Not stated,Unknown Clock Start,*
Rheumatology Service,Ethnicity,Z: Not stated,01 To 18 Weeks,3090
Rheumatology Service,Ethnicity,Z: Not stated,18 To 52 Weeks,1350
Rheumatology Service,Ethnicity,Z: Not stated,Over 52 Weeks,70
Rheumatology Service,Ethnicity,Z: Not stated,Total,4515
Rheumatology Service,IMD,1,Unknown Clock Start,*
Rheumatology Service,IMD,1,01 To 18 Weeks,7930
Rheumatology Service,IMD,1,18 To 52 Weeks,3625
Rheumatology Service,IMD,1,Over 52 Weeks,120
Rheumatology Service,IMD,1,Total,11675
Rheumatology Service,IMD,10,Unknown Clock Start,25
Rheumatology Service,IMD,10,01 To 18 Weeks,7330
Rheumatology Service,IMD,10,18 To 52 Weeks,3135
Rheumatology Service,IMD,10,Over 52 Weeks,160
Rheumatology Service,IMD,10,Total,10650
Rheumatology Service,IMD,2,Unknown Clock Start,*
Rheumatology Service,IMD,2,01 To 18 Weeks,8075
Rheumatology Service,IMD,2,18 To 52 Weeks,3650
Rheumatology Service,IMD,2,Over 52 Weeks,130
Rheumatology Service,IMD,2,Total,11860
Rheumatology Service,IMD,3,Unknown Clock Start,10
Rheumatology Service,IMD,3,01 To 18 Weeks,8335
Rheumatology Service,IMD,3,18 To 52 Weeks,3840
Rheumatology Service,IMD,3,Over 52 Weeks,155
Rheumatology Service,IMD,3,Total,12335
Rheumatology Service,IMD,4,Unknown Clock Start,10
Rheumatology Service,IMD,4,01 To 18 Weeks,8355
Rheumatology Service,IMD,4,18 To 52 Weeks,3925
Rheumatology Service,IMD,4,Over 52 Weeks,140
Rheumatology Service,IMD,4,Total,12430
Rheumatology Service,IMD,5,Unknown Clock Start,*
Rheumatology Service,IMD,5,01 To 18 Weeks,8665
Rheumatology Service,IMD,5,18 To 52 Weeks,3885
Rheumatology Service,IMD,5,Over 52 Weeks,175
Rheumatology Service,IMD,5,Total,12730
Rheumatology Service,IMD,6,Unknown Clock Start,10
Rheumatology Service,IMD,6,01 To 18 Weeks,8720
Rheumatology Service,IMD,6,18 To 52 Weeks,4050
Rheumatology Service,IMD,6,Over 52 Weeks,195
Rheumatology Service,IMD,6,Total,12975
Rheumatology Service,IMD,7,Unknown Clock Start,10
Rheumatology Service,IMD,7,01 To 18 Weeks,8560
Rheumatology Service,IMD,7,18 To 52 Weeks,3855
Rheumatology Service,IMD,7,Over 52 Weeks,165
Rheumatology Service,IMD,7,Total,12590
Rheumatology Service,IMD,8,Unknown Clock Start,20
Rheumatology Service,IMD,8,01 To 18 Weeks,8475
Rheumatology Service,IMD,8,18 To 52 Weeks,3880
Rheumatology Service,IMD,8,Over 52 Weeks,160
Rheumatology Service,IMD,8,Total,12530
Rheumatology Service,IMD,9,Unknown Clock Start,15
Rheumatology Service,IMD,9,01 To 18 Weeks,8145
Rheumatology Service,IMD,9,18 To 52 Weeks,3690
Rheumatology Service,IMD,9,Over 52 Weeks,190
Rheumatology Service,IMD,9,Total,12040
Rheumatology Service,Sex,Female,Unknown Clock Start,70
Rheumatology Service,Sex,Female,01 To 18 Weeks,57465
Rheumatology Service,Sex,Female,18 To 52 Weeks,27365
Rheumatology Service,Sex,Female,Over 52 Weeks,1105
Rheumatology Service,Sex,Female,Total,86010
Rheumatology Service,Sex,Male,Unknown Clock Start,25
Rheumatology Service,Sex,Male,01 To 18 Weeks,23715
Rheumatology Service,Sex,Male,18 To 52 Weeks,9760
Rheumatology Service,Sex,Male,Over 52 Weeks,365
Rheumatology Service,Sex,Male,Total,33865
Trauma and Orthopaedics Service,Age,0-18 Years,Unknown Clock Start,105
Trauma and Orthopaedics Service,Age,0-18 Years,01 To 18 Weeks,18875
Trauma and Orthopaedics Service,Age,0-18 Years,18 To 52 Weeks,12225
Trauma and Orthopaedics Service,Age,0-18 Years,Over 52 Weeks,1115
Trauma and Orthopaedics Service,Age,0-18 Years,Total,32320
Trauma and Orthopaedics Service,Age,19-64 Years,Unknown Clock Start,960
Trauma and Orthopaedics Service,Age,19-64 Years,01 To 18 Weeks,248235
Trauma and Orthopaedics Service,Age,19-64 Years,18 To 52 Weeks,180085
Trauma and Orthopaedics Service,Age,19-64 Years,Over 52 Weeks,14465
Trauma and Orthopaedics Service,Age,19-64 Years,Total,443740
Trauma and Orthopaedics Service,Age,Over 65 Years,Unknown Clock Start,735
Trauma and Orthopaedics Service,Age,Over 65 Years,01 To 18 Weeks,182890
Trauma and Orthopaedics Service,Age,Over 65 Years,18 To 52 Weeks,136870
Trauma and Orthopaedics Service,Age,Over 65 Years,Over 52 Weeks,12005
Trauma and Orthopaedics Service,Age,Over 65 Years,Total,332505
Trauma and Orthopaedics Service,Ethnicity,99: Not known,Unknown Clock Start,20
Trauma and Orthopaedics Service,Ethnicity,99: Not known,01 To 18 Weeks,13675
Trauma and Orthopaedics Service,Ethnicity,99: Not known,18 To 52 Weeks,6635
Trauma and Orthopaedics Service,Ethnicity,99: Not known,Over 52 Weeks,475
Trauma and Orthopaedics Service,Ethnicity,99: Not known,Total,20810
Trauma and Orthopaedics Service,Ethnicity,A: British,Unknown Clock Start,1445
Trauma and Orthopaedics Service,Ethnicity,A: British,01 To 18 Weeks,348830
Trauma and Orthopaedics Service,Ethnicity,A: British,18 To 52 Weeks,255365
Trauma and Orthopaedics Service,Ethnicity,A: British,Over 52 Weeks,21855
Trauma and Orthopaedics Service,Ethnicity,A: British,Total,627495
Trauma and Orthopaedics Service,Ethnicity,B: Irish,Unknown Clock Start,*
Trauma and Orthopaedics Service,Ethnicity,B: Irish,01 To 18 Weeks,2505
Trauma and Orthopaedics Service,Ethnicity,B: Irish,18 To 52 Weeks,1965
Trauma and Orthopaedics Service,Ethnicity,B: Irish,Over 52 Weeks,170
Trauma and Orthopaedics Service,Ethnicity,B: Irish,Total,4645
Trauma and Orthopaedics Service,Ethnicity,C: Any other white background,Unknown Clock Start,115
Trauma and Orthopaedics Service,Ethnicity,C: Any other white background,01 To 18 Weeks,22820
Trauma and Orthopaedics Service,Ethnicity,C: Any other white background,18 To 52 Weeks,16620
Trauma and Orthopaedics Service,Ethnicity,C: Any other white background,Over 52 Weeks,1320
Trauma and Orthopaedics Service,Ethnicity,C: Any other white background,Total,40870
Trauma and Orthopaedics Service,Ethnicity,D: White and Black Caribbean,Unknown Clock Start,*
Trauma and Orthopaedics Service,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,1380
Trauma and Orthopaedics Service,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,1050
Trauma and Orthopaedics Service,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,75
Trauma and Orthopaedics Service,Ethnicity,D: White and Black Caribbean,Total,2510
Trauma and Orthopaedics Service,Ethnicity,E: White and Black African,Unknown Clock Start,*
Trauma and Orthopaedics Service,Ethnicity,E: White and Black African,01 To 18 Weeks,740
Trauma and Orthopaedics Service,Ethnicity,E: White and Black African,18 To 52 Weeks,505
Trauma and Orthopaedics Service,Ethnicity,E: White and Black African,Over 52 Weeks,50
Trauma and Orthopaedics Service,Ethnicity,E: White and Black African,Total,1300
Trauma and Orthopaedics Service,Ethnicity,F: White and Asian,Unknown Clock Start,*
Trauma and Orthopaedics Service,Ethnicity,F: White and Asian,01 To 18 Weeks,990
Trauma and Orthopaedics Service,Ethnicity,F: White and Asian,18 To 52 Weeks,665
Trauma and Orthopaedics Service,Ethnicity,F: White and Asian,Over 52 Weeks,65
Trauma and Orthopaedics Service,Ethnicity,F: White and Asian,Total,1725
Trauma and Orthopaedics Service,Ethnicity,G: Any other mixed background,Unknown Clock Start,10
Trauma and Orthopaedics Service,Ethnicity,G: Any other mixed background,01 To 18 Weeks,2430
