Code,Name,Geography,Metric,Category,Waiting Bands,Count
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,E: White and Black African,Total,50
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,Unknown Clock Start,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,01 To 18 Weeks,55
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,18 To 52 Weeks,35
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,Over 52 Weeks,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,Total,95
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,01 To 18 Weeks,170
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,18 To 52 Weeks,110
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,Over 52 Weeks,10
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,Total,295
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,01 To 18 Weeks,130
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,18 To 52 Weeks,75
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,Over 52 Weeks,10
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,Total,210
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,01 To 18 Weeks,20
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,18 To 52 Weeks,15
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,Over 52 Weeks,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,Total,35
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,01 To 18 Weeks,65
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,18 To 52 Weeks,45
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,Over 52 Weeks,10
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,Total,120
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,01 To 18 Weeks,200
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,18 To 52 Weeks,110
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,Over 52 Weeks,15
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,Total,330
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,M: Caribbean,01 To 18 Weeks,15
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,M: Caribbean,18 To 52 Weeks,15
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,M: Caribbean,Total,30
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,01 To 18 Weeks,85
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,18 To 52 Weeks,45
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,Over 52 Weeks,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,Total,135
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,01 To 18 Weeks,65
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,18 To 52 Weeks,50
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,Over 52 Weeks,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,Total,115
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,Unknown Clock Start,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,01 To 18 Weeks,120
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,18 To 52 Weeks,55
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,Over 52 Weeks,10
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,Total,185
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,65
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,30
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,Over 52 Weeks,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,Total,100
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,Unknown Clock Start,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,01 To 18 Weeks,610
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,18 To 52 Weeks,340
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,Over 52 Weeks,25
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,Total,980
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,Unknown Clock Start,15
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,01 To 18 Weeks,7395
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,18 To 52 Weeks,4470
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,Over 52 Weeks,385
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,Total,12265
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,Unknown Clock Start,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,01 To 18 Weeks,1715
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,18 To 52 Weeks,870
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,Over 52 Weeks,60
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,Total,2655
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,2,Unknown Clock Start,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,2,01 To 18 Weeks,2725
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,2,18 To 52 Weeks,1560
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,2,Over 52 Weeks,135
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,2,Total,4425
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,3,Unknown Clock Start,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,3,01 To 18 Weeks,2420
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,3,18 To 52 Weeks,1395
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,3,Over 52 Weeks,95
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,3,Total,3910
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,4,Unknown Clock Start,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,4,01 To 18 Weeks,2250
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,4,18 To 52 Weeks,1380
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,4,Over 52 Weeks,125
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,4,Total,3760
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,5,Unknown Clock Start,10
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,5,01 To 18 Weeks,1895
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,5,18 To 52 Weeks,1030
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,5,Over 52 Weeks,85
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,5,Total,3020
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,6,Unknown Clock Start,10
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,6,01 To 18 Weeks,2740
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,6,18 To 52 Weeks,1425
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,6,Over 52 Weeks,145
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,6,Total,4320
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,7,Unknown Clock Start,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,7,01 To 18 Weeks,2420
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,7,18 To 52 Weeks,1315
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,7,Over 52 Weeks,115
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,7,Total,3850
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,8,Unknown Clock Start,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,8,01 To 18 Weeks,2510
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,8,18 To 52 Weeks,1295
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,8,Over 52 Weeks,100
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,8,Total,3910
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,9,Unknown Clock Start,*
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,9,01 To 18 Weeks,2470
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,9,18 To 52 Weeks,1400
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,9,Over 52 Weeks,110
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,IMD,9,Total,3985
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Sex,Female,Unknown Clock Start,45
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Sex,Female,01 To 18 Weeks,16530
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Sex,Female,18 To 52 Weeks,9580
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Sex,Female,Over 52 Weeks,810
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Sex,Female,Total,26960
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Sex,Male,Unknown Clock Start,25
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Sex,Male,01 To 18 Weeks,12250
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Sex,Male,18 To 52 Weeks,6665
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Sex,Male,Over 52 Weeks,560
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ACUTE,Sex,Male,Total,19500
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Age,0-18 Years,01 To 18 Weeks,2160
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Age,0-18 Years,18 To 52 Weeks,1765
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Age,0-18 Years,Over 52 Weeks,190
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Age,0-18 Years,Total,4115
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Age,19-64 Years,Unknown Clock Start,*
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Age,19-64 Years,01 To 18 Weeks,16150
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Age,19-64 Years,18 To 52 Weeks,12690
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Age,19-64 Years,Over 52 Weeks,580
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Age,19-64 Years,Total,29420
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Age,Over 65 Years,01 To 18 Weeks,13235
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Age,Over 65 Years,18 To 52 Weeks,8000
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Age,Over 65 Years,Over 52 Weeks,260
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Age,Over 65 Years,Total,21495
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,99: Not known,Unknown Clock Start,*
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,99: Not known,01 To 18 Weeks,2225
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,99: Not known,18 To 52 Weeks,1615
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,99: Not known,Over 52 Weeks,50
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,99: Not known,Total,3895
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,A: British,Unknown Clock Start,*
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,A: British,01 To 18 Weeks,26590
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,A: British,18 To 52 Weeks,18785
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,A: British,Over 52 Weeks,870
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,A: British,Total,46250
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,B: Irish,01 To 18 Weeks,145
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,B: Irish,18 To 52 Weeks,110
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,B: Irish,Over 52 Weeks,*
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,B: Irish,Total,260
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,C: Any other white background,01 To 18 Weeks,1190
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,C: Any other white background,18 To 52 Weeks,900
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,C: Any other white background,Over 52 Weeks,50
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,C: Any other white background,Total,2145
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,65
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,65
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,*
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,D: White and Black Caribbean,Total,130
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,E: White and Black African,01 To 18 Weeks,25
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,E: White and Black African,18 To 52 Weeks,15
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,E: White and Black African,Total,40
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,F: White and Asian,01 To 18 Weeks,55
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,F: White and Asian,18 To 52 Weeks,40
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,F: White and Asian,Over 52 Weeks,*
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,F: White and Asian,Total,100
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,01 To 18 Weeks,75
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,18 To 52 Weeks,55
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,Over 52 Weeks,*
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,Total,130
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,H: Indian,01 To 18 Weeks,195
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,H: Indian,18 To 52 Weeks,150
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,H: Indian,Over 52 Weeks,10
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,H: Indian,Total,355
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,J: Pakistani,01 To 18 Weeks,270
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,J: Pakistani,18 To 52 Weeks,225
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,J: Pakistani,Over 52 Weeks,10
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,J: Pakistani,Total,510
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,01 To 18 Weeks,45
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,18 To 52 Weeks,35
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,Over 52 Weeks,*
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,Total,85
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,01 To 18 Weeks,185
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,18 To 52 Weeks,145
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,Over 52 Weeks,10
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,Total,340
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,M: Caribbean,01 To 18 Weeks,65
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,M: Caribbean,18 To 52 Weeks,50
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,M: Caribbean,Over 52 Weeks,*
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,M: Caribbean,Total,120
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,N: African,01 To 18 Weeks,100
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,N: African,18 To 52 Weeks,60
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,N: African,Over 52 Weeks,*
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,N: African,Total,160
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,01 To 18 Weeks,40
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,18 To 52 Weeks,50
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,Over 52 Weeks,*
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,Total,90
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,R: Chinese,01 To 18 Weeks,40
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,R: Chinese,18 To 52 Weeks,25
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,R: Chinese,Over 52 Weeks,*
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,R: Chinese,Total,70
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,105
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,75
